logFC	AveExpr	t	P.Value	adj.P.Val	B	star
g__Veillonella	-2.97021146280898	-Inf	-5.04995057150016	7.31301747384842e-06	0.000226703541689301	3.54520988766569	 * * *
g__Escherichia	-1.91015125569667	-Inf	-3.95645700059768	0.00032771259694857	0.00507954525270284	0.0530711653892375	 * *
g__	1.14086645794516	-2.57205070615325	3.52753278063057	0.000943900395773554	0.0097536374229934	-1.07993039490585	 * *
g__Streptococcus	-1.64239472561043	-Inf	-3.3919296683613	0.00146911025552158	0.0113856044802922	-1.45504374752899	 *
g__Prevotella	-1.88665379017039	-Inf	-3.05814909561961	0.00372914016393203	0.0231206690163786	-2.32732891303442	 *
g__Coprococcus	0.862141006444712	-Inf	2.8654495341691	0.00634360255170917	0.0292596456374912	-2.80355962156097	 *
g__Ruminococcus	1.2244707888063	-5.11850958511489	2.84126425178076	0.00660701675685286	0.0292596456374912	-2.87525965525534	 *
g__Oscillospira	0.781569756828812	-Inf	2.55965002100271	0.0138796567195845	0.0537836697883898	-3.52170388015667	
g__Sphingomonas	-0.734330563318941	-Inf	-2.46704597920815	0.0173770308502815	0.0598542173731917	-3.73308770747717	
g__[Ruminococcus]	0.619492762421739	-6.87943013994684	1.95968764691944	0.0559327273568854	0.173391454806345	-4.75718962003135	
g__Clostridium	0.607880659045814	-6.47283388866082	1.86928416681062	0.0677743053919483	0.177771809586445	-4.9180646304258	
g__Blautia	0.553751506378638	-6.24324404563925	1.86200047375986	0.0688148940334627	0.177771809586445	-4.93074266597569	
g__Butyricicoccus	-0.646548664704249	-Inf	-1.65911015276625	0.104660121091826	0.249574134911278	-5.19925382909427	
g__Parabacteroides	0.620043223935622	-Inf	1.59246533067975	0.119281815562493	0.251442325980022	-5.27664961370859	
g__Faecalibacterium	0.518903896585064	-4.53877551588775	1.57607887835145	0.121665641603236	0.251442325980022	-5.39401711813199	
g__Turicibacter	0.883516029844624	-Inf	1.4325931391217	0.160757785488144	0.276860630562915	-5.42864839729302	
g__Dialister	-0.883513275620773	-Inf	-1.5336825237354	0.131905429472785	0.255566769603522	-5.44287532844245	
g__Alistipes	0.820265857304927	-Inf	1.43807537023987	0.157761091836073	0.276860630562915	-5.53721464917001	
g__Anaerostipes	-0.434419055121052	-Inf	-1.31372791935146	0.197399438920969	0.322072768765791	-5.58367990433378	
g__Phascolarctobacterium	-0.799523711308338	-Inf	-1.1016051762573	0.279292201878162	0.43290291291115	-5.75561075087127	
g__Lactobacillus	-0.505249844309443	-Inf	-0.982949739217822	0.331792499184436	0.458580403845819	-6.01136486099113	
g__Roseburia	0.416840432005404	-Inf	1.01787085080571	0.314022780370704	0.458580403845819	-6.08373492377832	
g__SMB53	0.413614805254986	-Inf	0.963840592279821	0.340237073821091	0.458580403845819	-6.12565638056428	
g__Akkermansia	-0.329102803339161	-Inf	-0.537999739041549	0.593948248419278	0.654802616128286	-6.29400214799828	
g__Sutterella	-0.229017925978365	-Inf	-0.692464156349376	0.492516251316518	0.616377585114952	-6.29725438692596	
g__Butyricimonas	-0.186031109170727	-Inf	-0.367746371347446	0.715318458894205	0.739162407524012	-6.35780021404449	
g__Lachnospira	0.221296676254124	-Inf	0.626612274965901	0.534199252597328	0.636929878096814	-6.3668039010873	
g__Bacteroides	0.264322827665035	-3.19020306899494	0.684368025072136	0.497078697673349	0.616377585114952	-6.3737838420926	
g__Dorea	-0.189592989872799	-Inf	-0.543488334984769	0.589455214337768	0.654802616128286	-6.43910994450537	
g__Bifidobacterium	-0.259181898937513	-Inf	-0.509876414365922	0.612557286055493	0.654802616128286	-6.46277186191658	
g__Odoribacter	0.0253494951981967	-Inf	0.0902659618324733	0.928545632509635	0.928545632509635	-6.48922958543561	
