logFC	AveExpr	t	P.Value	adj.P.Val	B	star
f__Fusobacteriaceae	-2.23376179014111	-Inf	-5.92875489287284	3.1549531576096e-06	0.000224001674190281	4.54561364861186	 * * *
f__Veillonellaceae	-1.7871736031534	-4.94277453370808	-4.73322472168204	2.09290998710681e-05	0.000742983045422918	2.25288951878418	 * * *
f__	1.95784647246331	-Inf	4.335770255162	7.93893455373034e-05	0.00187888117771618	0.976655832587791	 * *
f__Pasteurellaceae	-1.5166923867489	-Inf	-3.79850048419657	0.000564149431521812	0.0100136524095122	-0.713795239310321	 *
f__Carnobacteriaceae	-1.20804729679223	-Inf	-3.6748720818314	0.000757737118872994	0.0107598670879965	-1.035016162407	 *
f__Enterobacteriaceae	-1.64310040694507	-Inf	-3.41155182095535	0.00147451553653946	0.0174484338490503	-1.7320897836996	 *
f__Enterococcaceae	-1.64648360727706	-Inf	-3.27375872115233	0.00408503384194387	0.0322263780864461	-2.12777746396081	 *
f__Streptococcaceae	-1.3604872946801	-Inf	-3.08551452133653	0.0034856160900267	0.0322263780864461	-2.60502181266195	 *
f__Prevotellaceae	-1.89076092657571	-Inf	-3.07052482555728	0.0036328616724744	0.0322263780864461	-2.64009196208811	 *
f__[Barnesiellaceae]	1.46230424141419	-Inf	2.97381244701658	0.0047326404072674	0.0336017468915985	-2.88897860718484	 *
f__Staphylococcaceae	-1.41332443266595	-Inf	-2.85469945377565	0.00961257278082146	0.0487494762455946	-2.95449640198466	 *
f__Lachnospiraceae	0.745429468204114	-3.12615790645839	2.87193462477055	0.00612226287775916	0.0382069572998953	-3.15151976276341	 *
no_match	-0.460346707933597	-3.09925534145824	-2.85201166638829	0.00645751390984147	0.0382069572998953	-3.20057416308024	 *
f__Ruminococcaceae	0.801885533330604	-2.64389711110598	2.78299788009887	0.00775508665107157	0.0423547040173909	-3.36863967929288	 *
f__[Paraprevotellaceae]	-1.27506311180796	-Inf	-2.70714406461746	0.0111594664598662	0.051482516756155	-3.40966533611517	
f__0319-6G20	-3.24511046909503	-Inf	-2.33110781327013	0.0548268259874182	0.169248028048117	-3.70619405287783	
f__Sphingomonadaceae	-0.759732727806628	-Inf	-2.63008728567036	0.01160169391688	0.051482516756155	-3.72419673495199	
f__Gemellaceae	-1.29754773672002	-Inf	-2.44282939301554	0.0247573157137727	0.0914504262469648	-3.8073267985777	
f__Christensenellaceae	1.13551179883777	-Inf	2.48718271438307	0.0173113250122067	0.0723002397568631	-3.98235457999623	
f__Micrococcaceae	-1.46550296747111	-Inf	-2.37822716911939	0.0258609787783797	0.0914504262469648	-4.00723810614227	
f__Moraxellaceae	-1.12729668830016	-Inf	-2.33512692788798	0.0270487176223417	0.0914504262469648	-4.1649526111973	
f__Deinococcaceae	-1.87431503436659	-Inf	-1.9706027340922	0.0783297225931685	0.229715142884286	-4.28781358270813	
f__Gordoniaceae	-2.04779224858472	-Inf	-1.81056055731772	0.109868281547319	0.262142937890066	-4.34394679672927	
f__Leuconostocaceae	-1.49128275882898	-Inf	-1.906290546833	0.0841210382393162	0.229715142884286	-4.40541275208694	
f__Comamonadaceae	-0.66290920854366	-Inf	-2.29460183256589	0.026750366035542	0.0914504262469648	-4.42885905880501	
f__Myxococcaceae	-1.75924997444786	-Inf	-1.70511343761461	0.11731880938664	0.262142937890066	-4.51987103750178	
f__[Cerasicoccaceae]	1.18215956101324	-Inf	1.70078246324772	0.118148929753269	0.262142937890066	-4.73687167980335	
f__Campylobacteraceae	-1.33878516374994	-Inf	-1.80757133844686	0.087816213383962	0.230924116676345	-4.81316972308288	
f__Polyangiaceae	-1.31893662803502	-Inf	-1.52765530694255	0.158917177645939	0.304949178725991	-4.87845697455272	
f__Rikenellaceae	1.11552083131783	-Inf	2.03995033830236	0.0471751635164009	0.152247118621112	-4.96830909696346	
f__Deferribacteraceae	1.02860527389443	-Inf	1.35643342698253	0.192127486236084	0.347277815588897	-4.98283169587159	
f__[Weeksellaceae]	-1.03098297301911	-Inf	-1.6237223192164	0.125852515379782	0.270773593695895	-5.02942585750347	
f__Corynebacteriaceae	-0.872646783964643	-Inf	-1.75929960453789	0.0926989246627312	0.23505798753764	-5.05812579503179	
f__Aerococcaceae	-1.17145680963906	-Inf	-1.39864906776066	0.190543089631275	0.347277815588897	-5.07771095635087	
f__Oceanospirillaceae	-1.24500183362482	-Inf	-1.09874985543602	0.305549094524941	0.493045129801609	-5.1218268076157	
f__Erythrobacteraceae	-1.10543721007051	-Inf	-0.983196957959314	0.355848473649756	0.561449813980726	-5.22556256882358	
f__Peptococcaceae	-0.614218537422385	-Inf	-1.58133187288049	0.129822054164077	0.271098995460279	-5.2830684423947	
f__Actinomycetaceae	-0.701201187470354	-Inf	-1.78080066523309	0.082252001749838	0.229715142884286	-5.38690131668167	
f__Hyphomicrobiaceae	0.823081019883669	-Inf	0.685986902710976	0.513152959679557	0.617523053173704	-5.45026577315993	
f__Sinobacteraceae	0.830300202951504	-Inf	0.669995344430094	0.522743715640571	0.618580063508009	-5.46043972327884	
f__Eubacteriaceae	-0.72714674175981	-Inf	-1.34522724828506	0.19564947357121	0.347277815588897	-5.46338955004484	
f__Porphyromonadaceae	0.621722698456062	-Inf	1.61483725951593	0.114496163965037	0.262142937890066	-5.61425715869175	
f__Rhodobacteraceae	-0.926527652638171	-Inf	-1.15252819020553	0.265451581684631	0.448739578562115	-5.67106651922345	
f__S24-7	0.840342344744249	-Inf	1.53403373974942	0.134120973362337	0.272073974535027	-5.67580931896265	
f__Succinivibrionaceae	0.395989647377637	-Inf	0.406759585792853	0.693123250617003	0.774786174185449	-5.67806484007394	
f__Xanthomonadaceae	0.0112417055640769	-Inf	0.00973794381387281	0.992481769033817	0.992481769033817	-5.67819388423667	
f__Flavobacteriaceae	-0.486507924176698	-Inf	-0.705143790006991	0.494661012187817	0.605891220936827	-5.77869606355435	
f__Turicibacteraceae	0.883516029844624	-Inf	1.44708790897952	0.156877662535649	0.304949178725991	-5.77991332176586	
f__Streptomycetaceae	-0.498844462934544	-Inf	-0.704656102668939	0.494953391751211	0.605891220936827	-5.86299141753231	
f__Victivallaceae	0.718428779870537	-Inf	0.873804642187892	0.39638982743814	0.596292283423815	-5.91119598851338	
f__Helicobacteraceae	-0.268478678899943	-Inf	-0.39726258692383	0.698398804899559	0.774786174185449	-5.94751250673279	
f__Bradyrhizobiaceae	0.533992448826153	-Inf	0.856720686199791	0.403127177525959	0.596292283423815	-5.9764712326236	
f__Methylobacteriaceae	-0.307153154366763	-Inf	-0.373112211929547	0.714824523699306	0.780808325886934	-6.11654552752903	
f__Coriobacteriaceae	-0.430732254283698	-Inf	-1.27856112861206	0.207818994576192	0.359881673534382	-6.14934992897583	
f__Dehalobacteriaceae	0.502599877040698	-Inf	0.77619027195032	0.44535305718657	0.605891220936827	-6.18083462174402	
f__Neisseriaceae	0.0400443319826637	-Inf	0.0546318958069316	0.957173325951394	0.971975175558187	-6.20968449311862	
f__Erysipelotrichaceae	0.372347768625729	-Inf	1.09339836114387	0.28009221654073	0.462477845916089	-6.37658379908534	
f__Caulobacteraceae	-0.317590814532201	-Inf	-0.713922263425003	0.481273994319059	0.605891220936827	-6.4207430579304	
f__Lactobacillaceae	-0.433817917318651	-Inf	-0.887350057018559	0.380534541247744	0.587346791925866	-6.480537595584	
f__Pseudomonadaceae	-0.291266046913294	-Inf	-0.715015773857377	0.480023015005244	0.605891220936827	-6.50135704577208	
f__[Tissierellaceae]	0.122621511988165	-Inf	0.25580810994699	0.800227682070811	0.848002469060113	-6.59995963195299	
f__Verrucomicrobiaceae	-0.364854056440902	-Inf	-0.605893278712557	0.548542406278013	0.638467390913753	-6.63873825465363	
f__[Mogibacteriaceae]	0.230622154036588	-Inf	0.786293609445921	0.435950361968621	0.605891220936827	-6.6490005050359	
f__Clostridiaceae	0.296598208067806	-Inf	0.805250237061398	0.424856199949699	0.605891220936827	-6.65906925179575	
f__Alcaligenaceae	-0.229017925978365	-Inf	-0.722433506066194	0.474171058987477	0.605891220936827	-6.66035388674052	
f__Bifidobacteriaceae	-0.360195067786134	-Inf	-0.706235369368025	0.483636343230848	0.605891220936827	-6.72920195959912	
f__Bacteroidaceae	0.264322827665035	-3.19020306899494	0.698049179071834	0.488616724450459	0.605891220936827	-6.74984630590297	
f__Peptostreptococcaceae	-0.239427191097107	-Inf	-0.41514853455856	0.680526081284022	0.774786174185449	-6.75744480119052	
f__Desulfovibrionaceae	-0.0839197118728577	-Inf	-0.194982403536206	0.84661760845899	0.88396838530277	-6.76967280460291	
f__[Odoribacteraceae]	0.133510529090309	-Inf	0.302781392620335	0.763642127802502	0.821493804151176	-6.86265866162378	
f__Oxalobacteraceae	-0.0150027196227219	-Inf	-0.0526002977863581	0.958285384353142	0.971975175558187	-6.97305759846268	
f__Aeromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Alteromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Anaeroplasmataceae	NA	-Inf	NA	NA	NA	NA	NA
f__Bacillaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Bdellovibrionaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Beijerinckiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Brachyspiraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Chitinophagaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Chthonomonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Dethiosulfovibrionaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Ellin6075	NA	-Inf	NA	NA	NA	NA	NA
f__Elusimicrobiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__EtOH8	NA	-Inf	NA	NA	NA	NA	NA
f__Halothiobacillaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Leptotrichiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Methylocystaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Microbacteriaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Micromonosporaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Nocardiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Nocardiopsaceae	NA	-Inf	NA	NA	NA	NA	NA
f__p-2534-18B5	NA	-Inf	NA	NA	NA	NA	NA
f__Patulibacteraceae	NA	-Inf	NA	NA	NA	NA	NA
f__Planococcaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Pseudoalteromonadaceae	NA	-Inf	NA	NA	NA	NA	NA
f__RFP12	NA	-Inf	NA	NA	NA	NA	NA
f__Rhizobiaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Rhodocyclaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Sphingobacteriaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Spirochaetaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Synergistaceae	NA	-Inf	NA	NA	NA	NA	NA
f__Thermaceae	NA	-Inf	NA	NA	NA	NA	NA
