logFC	AveExpr	t	P.Value	adj.P.Val	B	star
c__Alphaproteobacteria	-0.556836859188751	-6.08187675751682	-2.16877498706005	0.0358756041733354	0.5085965407588	-4.4505359464064	
c__Erysipelotrichi	0.598282884542852	-Inf	1.54166975702567	0.131119710796689	0.634918527763616	-4.54183810696303	
c__Epsilonproteobacteria	-0.881084973353769	-Inf	-1.69321231663243	0.103072991770264	0.634918527763616	-4.55167530306734	
c__RF3	1.68006664135512	-Inf	2.34158243820703	0.0423830450632333	0.5085965407588	-4.57067650483533	
c__Flavobacteriia	-0.737873419654328	-Inf	-1.47819725875754	0.160687308206079	0.642749232824314	-4.5800206681892	
c__Fusobacteriia	-0.655241709991727	-Inf	-1.29166989519248	0.21015931052136	0.720546207501807	-4.58218510910428	
c__Deinococci	-1.76013596776559	-Inf	-1.68753744778659	0.132274693284087	0.634918527763616	-4.58704002038543	
c__Deltaproteobacteria	-0.498874346298508	-Inf	-1.06570754893106	0.295809818313053	0.839362145981967	-4.59211601708437	
c__Deferribacteres	1.16883155981137	-Inf	0.846331355754626	0.423408264362796	0.839362145981967	-4.59618171468551	
c__TM7-3	-0.577057802125495	-Inf	-0.851878579403889	0.41752589089343	0.839362145981967	-4.59685518739536	
c__Elusimicrobia	-0.277538220792513	-Inf	-0.186286224400205	0.858850950411871	0.94051016000866	-4.59836428980071	
c__[Lentisphaeria]	-0.556028205680037	-Inf	-0.789187923063395	0.444666456010078	0.839362145981967	-4.59973053453737	
c__Opitutae	-0.341964234499437	-Inf	-0.469824330739097	0.650243351476881	0.91547677690115	-4.6008888220628	
c__Bacteroidia	0.179879778676822	-1.641463612302	0.93180955286889	0.35681914567236	0.839362145981967	-4.6027794503729	
c__Chloroplast	-0.388487309538683	-Inf	-0.761432788999665	0.454654495740232	0.839362145981967	-4.60506916203317	
c__4C0d-2	0.283251875813803	-Inf	0.358554622916322	0.724752448380077	0.91547677690115	-4.60913796825688	
c__Mollicutes	-0.166803244337493	-Inf	-0.18168987074449	0.858033961907217	0.94051016000866	-4.61168338471405	
c__Verrucomicrobiae	0.07250730555314	-Inf	0.0955294994623512	0.924585967004188	0.964785356873935	-4.62562911573172	
c__Actinobacteria	-0.213301909906637	-6.49909986405506	-0.534568501377303	0.595798029645654	0.91547677690115	-4.62823783815219	
c__Coriobacteriia	-0.142033176767002	-Inf	-0.441343763580266	0.661495752123175	0.91547677690115	-4.62896215166602	
c__Clostridia	0.0762928529578204	-1.30649944655736	0.476554457122888	0.636176663196675	0.91547677690115	-4.63083918040822	
c__Gammaproteobacteria	0.13695336229061	-Inf	0.371579314760519	0.712141117440271	0.91547677690115	-4.63335147209488	
c__Betaproteobacteria	-0.00471156792278319	-Inf	-0.0213887153186561	0.983043146415574	0.983043146415574	-4.63855076253885	
c__Bacilli	0.0665124270605347	-5.52223562539069	0.174738090225246	0.862134313341272	0.94051016000866	-4.63960760166546	
